GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2006,2006,2006,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,9.0856969,9.1 [5.0-14.6],4.9583375,14.612439
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1998,1998,1998,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,1.7228657,1.7 [0.2-6.3],0.16398802,6.3499331
NCD_DIABETES_TREATMENT_AGESTD,"Diabetes treatment coverage, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,2004,2004,2004,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,13.652715,13.7 [6.6-23.3],6.5790661,23.288438
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-age-standardized,1991,1991,1991,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,11.350915,11.4 [6.9-17.3],6.8684988,17.345655
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1986,1986,1986,SEAR,South-East Asia,BTN,Bhutan,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,Wine,0.0,0,,
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2023,2023,2023,SEAR,South-East Asia,BTN,Bhutan,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_POLSTRATPLAN,"Policies, strategies and plans",,Yes,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28age-standardized-estimate%29-%28-%29,1992,1992,1992,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,1.4145581,1.4 [0.6-2.6],0.62730112,2.6489735
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-age-standardized,2019,2019,2019,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,18.244797,18.2 [11.7-25.9],11.682773,25.913167
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1992,1992,1992,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,0.86006029,0.9 [0.2-2.4],0.19098095,2.3546183
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hdl-cholesterol-age-standardized-estimate,1996,1996,1996,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,1.2,1.2 [1.1-1.3],1.1,1.3
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_06,1997,1997,1997,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,3.1,3.1 [2.9-3.3],2.9,3.3
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2003,2003,2003,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,1.6473509,1.6 [0.3-4.9],0.26188833,4.9238916
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_06,1998,1998,1998,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,3.1,3.1 [2.9-3.3],2.9,3.3
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_05,2004,2004,2004,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,3.2,3.2 [3.0-3.5],3.0,3.5
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_05,2017,2017,2017,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,3.1,3.1 [2.8-3.3],2.8,3.3
NCD_DIABETES_TREATMENT_AGESTD,"Diabetes treatment coverage, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,1996,1996,1996,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,13.516833,13.5 [5.5-26.4],5.5165436,26.374823
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28crude-estimate%29,2018,2018,2018,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,4.1,4.1 [3.8-4.3],3.8,4.3
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28crude-estimate%29,1991,1991,1991,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,4.2,4.2 [3.9-4.5],3.9,4.5
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-age-standardized,1994,1994,1994,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,10.542524,10.5 [5.1-18.3],5.0730694,18.332757
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2021,2021,2021,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,4.9486659,4.9 [1.4-11.2],1.4000897,11.170128
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2021,2021,2021,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,4.4060897,4.4 [1.3-9.8],1.2977615,9.8395765
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-adults-aged-18-years-%28age-standardized-estimate%29-%28-%29,2006,2006,2006,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,11.257716,11.3 [6.1-18.3],6.0864763,18.347937
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2021,2021,2021,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,4.4860106,4.5 [1.3-9.7],1.3247244,9.67324
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2019,2019,2019,SEAR,South-East Asia,BTN,Bhutan,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_MEDICINES,NCD-related medicines,,No,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2019,2019,2019,SEAR,South-East Asia,BTN,Bhutan,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,Wine,0.055821752,0.1,,
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28age-standardized-estimate%29,2017,2017,2017,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,4.1,4.1 [3.7-4.5],3.7,4.5
NCD_DIABETES_TREATMENT_AGESTD,"Diabetes treatment coverage, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,2011,2011,2011,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,14.416689,14.4 [8.1-22.5],8.1391096,22.546324
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-between-ages-30-and-70-years-from-cardiovascular-diseases-cancer-diabetes-or-chronic-respiratory-diseases-%28sdg-3.4.1%29,2019,2019,2019,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,17.8,17.8 [10.3-28.0],10.3,28.0
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-between-ages-30-and-70-years-from-cardiovascular-diseases-cancer-diabetes-or-chronic-respiratory-diseases-%28sdg-3.4.1%29,2013,2013,2013,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,19.1,19.1 [11.2-29.9],11.2,29.9
NCD_DTH_TOT,Total NCD Deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-ghe-ncd-deaths-in-thousands,2013,2013,2013,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,2491.0,2490 [1360-4390],1356.0,4385.0
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-adults-aged-18-years-%28age-standardized-estimate%29-%28-%29,2016,2016,2016,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,8.4037924,8.4 [5.0-12.9],4.9528937,12.888315
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-mean-hdl-cholesterol-crude,2018,2018,2018,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,1.1,1.1 [0.9-1.4],0.9,1.4
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2010,2010,2010,SEAR,South-East Asia,BTN,Bhutan,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,0.284971649,0.3,,
NCD_DTH_TOT,Total NCD Deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-ghe-ncd-deaths-in-thousands,2018,2018,2018,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,1293.0,1290 [690-2330],688.0,2328.0
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-age-standardized,1995,1995,1995,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,13.623413,13.6 [8.7-19.7],8.7239467,19.740024
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2007,2007,2007,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,10.08414,10.1 [4.4-18.0],4.3645609,17.962182
NCD_PAC_ADO,Insufficiently active (crude estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-school-going-adolescents-aged-11-17-years,2007,2007,2007,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,84.93632,84.9 [79.9-88.9],79.85918,88.91131
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ncd-deaths-under-age-70-%28percent-of-all-ncd-deaths%29,2000,2000,2000,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,62.988483429,63,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2019,2019,2019,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,5.4114543,5.4 [1.0-14.3],0.97603798,14.316332
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1993,1993,1993,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,3.9741892,4.0 [2.1-6.7],2.0933963,6.6693902
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2006,2006,2006,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,14.256136,14.3 [6.2-24.5],6.1915331,24.505284
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-age-standardized,2007,2007,2007,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,16.531298,16.5 [10.4-24.2],10.398341,24.20027
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1997,1997,1997,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,5.4441698,5.4 [2.5-9.7],2.4557434,9.6688807
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1963,1963,1963,SEAR,South-East Asia,BTN,Bhutan,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,0.51,0.51,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/suicide-mortality-rate-%28sdg-3.4.2%29,2010,2010,2010,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,6.25480332,6.3 [3.6-10.6],3.602718321,10.60924985
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-age-standardized,1999,1999,1999,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,9.4685793,9.5 [4.7-16.2],4.7259934,16.233966
NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-adults-aged-18-years-%28crude-estimate%29-%28-%29,2013,2013,2013,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,11.972403,12.0 [7.0-18.4],6.9901371,18.401554
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28crude-estimate%29,1982,1982,1982,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,4.0,4.0 [3.4-4.6],3.4,4.6
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-tobacco-control-monitor-current-tobaccouse-tobaccosmoking-cigarrettesmoking-agestd-tobagestdcurr,2015,2015,2015,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,21.9,21.9 [16.6-27.2],16.6,27.2
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2004,2004,2004,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,7.5815961,7.6 [4.8-11.2],4.7850832,11.151577
NCD_DIABETES_TREATMENT_AGESTD,"Diabetes treatment coverage, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,2019,2019,2019,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,14.522244,14.5 [7.6-23.7],7.6341495,23.651424
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2015,2015,2015,SEAR,South-East Asia,BTN,Bhutan,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_POLSTRATPLAN,"Policies, strategies and plans",,No,,
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-age-standardized,1990,1990,1990,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_FMLE,Female,12.72772,12.7 [5.7-23.2],5.7115961,23.159289
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2022,2022,2022,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,5.3203583,5.3 [2.5-9.3],2.5394209,9.3160979
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28crude-estimate%29,2004,2004,2004,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,4.2,4.2 [3.9-4.5],3.9,4.5
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_05,2017,2017,2017,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_MLE,Male,3.1,3.1 [2.8-3.3],2.8,3.3
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1993,1993,1993,SEAR,South-East Asia,BTN,Bhutan,SEX,SEX_BTSX,Both sexes,0.91799637,0.9 [0.2-2.5],0.2088075,2.4915291
